region,year,urban_share_pct,agri_ha_per_capita
Oceania,1989,71.06652323692923,18.31943233715785
Oceania,1990,70.94530891496997,17.89858462874747
Oceania,1991,70.71296516735633,17.52049629834998
Oceania,1992,70.51947046081402,17.35883058048109
Oceania,1993,70.36106889791502,16.892836524911427
Oceania,1994,70.15353267598195,16.956541088369356
Oceania,1995,69.8428798966957,16.489330272286615
Oceania,1996,69.46692743607201,16.282526133327874
Oceania,1997,69.08612600254357,15.92413801377667
Oceania,1998,68.73006887628304,15.735961542760364
Oceania,1999,68.37942262779332,15.167057905129772
Oceania,2000,68.0304525707322,14.989966048774738
Oceania,2001,67.68782325561095,14.759731129204276
Oceania,2002,67.47545324775587,14.249771500292887
Oceania,2003,67.29916860201092,13.787595722703257
Oceania,2004,67.21412581901255,12.23782652965256
Oceania,2005,67.20025359986528,12.490799551087715
Oceania,2006,67.19882978697532,12.24310132160835
Oceania,2007,67.14980138223393,11.710633400646586
Oceania,2008,67.0633682284409,11.226894275057289
Oceania,2009,66.9811895663025,10.877166502127908
Oceania,2010,66.94851468171031,10.470093112197032
Oceania,2011,66.91941478127404,10.815107998162565
Oceania,2012,66.8198566486255,10.390881329683335
Oceania,2013,66.65944496498753,9.817350275071643
Oceania,2014,66.4959886328209,9.716077844735146
Oceania,2015,66.32476400958383,8.892483318654323
Oceania,2016,66.10774229895442,8.599151581261752
Oceania,2017,65.87937540705363,9.143468508496115
Oceania,2018,65.69876410823392,8.68342092030633
Oceania,2019,65.56962595027343,8.6244832652782
Oceania,2020,65.60765910749193,8.355566080099777
Oceania,2021,65.77802762821811,8.439914958885693
Oceania,2022,65.921839049842,8.338348500033852
Oceania,2023,66.02730864554006,8.243641900132229
Oceania,2024,66.11350813071034,8.149250892561207
Oceania,2025,66.20876357691125,
World,1961,34.43656911066989,1.4743033248016162
World,1962,34.846192379589446,1.4487038190494315
World,1963,35.15909266182339,1.4189045556782511
World,1964,35.46693742133376,1.389317515610506
World,1965,35.641251401017854,1.3629659028072976
World,1966,35.8395591666742,1.336255560794575
World,1967,36.061559593691904,1.3117985522382336
World,1968,36.27265980306195,1.2938129470166473
World,1969,36.46461719198732,1.2678192681237646
World,1970,36.653089806080416,1.2391884525085821
World,1971,36.840594650457824,1.217171549778867
World,1972,37.05502100881142,1.1960659926276072
World,1973,37.29281686896494,1.1743723836916302
World,1974,37.562027933781614,1.1540248775687634
World,1975,37.797232342007206,1.133461685844219
World,1976,38.06183988307568,1.112481075485322
World,1977,38.32318132166272,1.0932368394845982
World,1978,38.659569180514204,1.0770272704303958
World,1979,39.05245486378235,1.058920871611801
World,1980,39.441470961417394,1.0421244234217426
World,1981,39.83890963714146,1.0236461292551415
World,1982,40.19652720292381,1.0073884819836407
World,1983,40.52991206422409,0.989934405748044
World,1984,40.8832073460067,0.9769026353142799
World,1985,41.23973463434865,0.9644493592435832
World,1986,41.60093578856841,0.94601213290785
World,1987,41.96018354800042,0.9308859651661966
World,1988,42.32069236429166,0.9165201035849023
World,1989,42.662526250517935,0.9015376178596631
World,1990,42.986355921307315,0.886622479335821
World,1991,43.32122283312932,0.8714494241440844
World,1992,43.6676727255674,0.8637096587985758
World,1993,44.016885026154306,0.8466658035705464
World,1994,44.37021732135768,0.8368215369316211
World,1995,44.72234193313158,0.8245979721678014
World,1996,45.068756937880764,0.8142043669789579
World,1997,45.41620630336102,0.8058874258432238
World,1998,45.766329206365356,0.7969948966065904
World,1999,46.11970852362705,0.786460198919139
World,2000,46.475143682898405,0.7764911874752167
World,2001,46.892224222609755,0.7661516760660176
World,2002,47.36409375009457,0.7546451108327811
World,2003,47.843789645989325,0.7419347949839649
World,2004,48.32942697111119,0.7260546664727998
World,2005,48.82223723947718,0.7178793205863093
World,2006,49.30630605691773,0.7083674428527947
World,2007,49.77735946472084,0.6977724422948447
World,2008,50.25554423727279,0.6868604336075878
World,2009,50.727665855878136,0.6772416902939578
World,2010,51.19632005548765,0.6692518208550413
World,2011,51.630762891417056,0.663413082825002
World,2012,52.04468152528255,0.6545286073880231
World,2013,52.45610142282982,0.6447118634914019
World,2014,52.872326502875026,0.6369785037989967
World,2015,53.29632956714592,0.6264930300670444
World,2016,53.722612862388665,0.6184214366266372
World,2017,54.15113493047025,0.61526635123218
World,2018,54.590823916157845,0.6068295338537357
World,2019,55.04131682530221,0.5984852587717427
World,2020,55.52166248021426,0.5902812348199742
World,2021,56.049360360174425,0.5847939786983126
World,2022,56.56952071660614,0.5792714534858082
World,2023,57.055381372888,0.5736805610543595
World,2024,57.53208414216926,0.5690888533040983
World,2025,58.0037782752455,
