region,growth_pct,area_share,yield_share,area_contrib_pct,yield_contrib_pct,to_year
Europe,23.808955029889066,-52.50075442139257,152.4939198932192,-11.21256020205718,32.56805118506433,2024
Oceania,51.71044679263066,24.75650440438619,75.24430118397737,10.318599238509456,31.36209281475154,2024
World,52.25318515867343,24.25595785001207,75.74413863035088,10.19658957247319,31.84091508197501,2024
Americas,53.645302626038195,18.25839677435688,81.74185105993428,7.841552893868972,35.10620656625596,2024
Asia,57.131492470715784,18.45776578222522,81.54721114629655,8.341300625376565,36.85222856101893,2024
Africa,100.44071387146083,59.60705740191341,40.38924850392552,41.44766755949886,28.084596320216175,2024
