area_code,area,region,cluster,cluster_name,pc1,pc2,cereal_yield_t_ha,n_kg_per_ha,cereal_kg_per_cap,cereal_import_dep_pct,pou_pct,obesity_pct,agrifood_t_per_cap,urban_share,log_gdp_cap,forest_share,cropland_share,unaffordable_pct
155,Vanuatu,Oceania,0,high diet unaffordable · low log gdp per head,-1.5656987198406829,-0.21327910432590585,0.6362000000000001,0.07,3.0064342525558536,98.2,5.8,22.6,3.1188377979395088,0.2534924659143259,8.06211758275474,0.7464271064074165,0.09818688981868898,
156,New Zealand,Oceania,1,low diet unaffordable · high urban share,2.30008741435534,0.11621327404854988,9.101899999999999,51.95,211.52521009048044,48.1,,34.0,10.059138836027278,0.8341928873804552,10.806003850988443,0.38872355778360107,0.022634917017963618,
157,Nicaragua,Americas,1,low diet unaffordable · high urban share,-0.45768148920387913,0.26532445068133365,2.5153000000000003,28.35,129.17209402115859,50.5,17.3,33.7,3.258432123861655,0.5794522637787343,8.892611378172106,0.4027821173342197,0.14949310287518697,27.1
158,Niger,Africa,0,high diet unaffordable · low log gdp per head,-3.5879474901521924,-0.2424101195841313,0.5774,0.46,220.69427323022452,24.3,12.9,6.8,1.6022081113791593,0.17853009195035943,7.497207223203318,0.00836835872740191,0.14081353122286255,86.7
159,Nigeria,Africa,0,high diet unaffordable · low log gdp per head,-2.679789637669356,-0.07332365057601802,1.558,7.91,122.37039318955323,16.3,22.2,13.7,0.775898477176517,0.5391445995937811,8.986446539271268,0.1894752791593926,0.49448697256167856,81.6
162,Norway,Europe,1,low diet unaffordable · high urban share,2.0911093030764354,0.8744457976604593,4.219600000000001,122.79,211.8472347247277,78.3,,20.2,2.786229334970295,0.8551390975960521,11.41976796648398,0.33247508716062263,0.02220880116397178,1.2
165,Pakistan,Asia,0,high diet unaffordable · low log gdp per head,-1.4546851648889259,0.369107228669936,3.6206,121.34,222.602455906607,-9.9,16.1,24.5,1.1871383228817725,0.34073048454127064,8.612503371220562,0.041143498339559985,0.40718399750934,64.4
166,Panama,Americas,1,low diet unaffordable · high urban share,0.7809518060637334,0.5909468710210661,4.2264,37.71,102.27928789609832,61.9,4.7,37.7,2.6243840270353256,0.7020529159396462,10.502186681552358,0.6224885413858182,0.07998333782690753,52.3
167,Czechia,Europe,1,low diet unaffordable · high urban share,1.9617925635317734,-0.24755544582357977,5.751399999999999,128.36,700.5298784196029,-49.8,,26.3,1.8315895348221913,0.739459599832673,10.778206008499323,0.3835524966839711,0.3325534368627321,6.1
168,Papua New Guinea,Oceania,0,high diet unaffordable · low log gdp per head,-1.864766675201173,0.24644744536472127,4.7871999999999995,26.21,1.778328978711487,95.2,30.5,28.0,2.707084714718082,0.12390344179956662,8.36380888451688,0.7515062050081702,0.02682948372565473,
169,Paraguay,Americas,3,high cereal per head · high agrifood co2e per head,2.5345976078089567,-7.653832769113994,3.6173,34.56,837.9322003713874,-1894.1,4.1,34.7,10.433414760585176,0.6775021420366962,9.698674957906642,0.36516819956201835,0.1172563116327552,23.2
170,Peru,Americas,1,low diet unaffordable · high urban share,0.8283891144365934,0.18847443933187505,4.850899999999999,35.86,173.11113603637494,52.0,5.7,29.2,5.189497541143953,0.8043372569777035,9.658992675310882,0.52702421875,0.048414453125,35.8
171,Philippines,Asia,0,high diet unaffordable · low log gdp per head,-0.9299820064820082,0.07339673214709792,3.8333000000000004,58.1,235.0215915554263,30.7,3.4,9.6,0.9452372344029588,0.4871580768043526,9.24725072599628,0.2480527886776,0.3771506187745246,47.4
173,Poland,Europe,3,high cereal per head · high agrifood co2e per head,1.3547878604150612,-0.962000209934543,4.8511999999999995,80.21,891.1907644374879,-31.2,,21.8,3.552270426803565,0.587084381951769,10.717812001820473,0.31002189041722483,0.37674388211846965,7.8
